"day","susceptibles","percentage_infected"
177,4354630.53671732,2.23791494916891e-06
178,4354633.43512112,2.23473893931187e-06
179,4354636.33024016,2.23171324149446e-06
180,4354639.22199256,2.22883139284027e-06
181,4354642.11029927,2.22608712081709e-06
182,4354644.99508592,2.22347452591325e-06
183,4354647.87628193,2.22098799732562e-06
184,4354650.75381942,2.21862206753165e-06
185,4354653.62763442,2.21637158418595e-06
186,4354656.49766599,2.21423162221266e-06
187,4354659.36385623,2.21219748281707e-06
188,4354662.22615011,2.21026458769856e-06
189,4354665.0844954,2.20842863146546e-06
190,4354667.93884247,2.20668546710104e-06
191,4354670.78914426,2.20503109718524e-06
