"day","susceptibles","percentage_infected"
1,4356406,2.38723198156322e-05
2,4356291.89510112,2.18649551669045e-05
3,4356184.18736934,2.38402762428017e-05
4,4356070.76565451,2.83854337701128e-05
5,4355943.2070129,3.48564446501424e-05
6,4355809.48069551,4.27551010236745e-05
7,4355653.11671176,5.18773755906608e-05
8,4355469.9201422,6.24154741308459e-05
9,4355255.19592646,7.46100880944635e-05
10,4355003.57962054,8.87483196071888e-05
11,4354708.8810178,0.000105166370434503
12,4354363.92558062,0.000124255260934057
13,4353960.38438754,0.000146468618206268
14,4353488.58656218,0.000172332253774171
15,4352937.30966055,0.000202455296148217
16,4352293.54422624,0.000237542930197547
17,4351542.2304434,0.000278410730961782
18,4350665.96418229,0.000326000702808697
19,4349644.6747048,0.000381398884264617
20,4348455.26990164,0.000445854763837584
21,4347071.25674947,0.00052080202031289
22,4345462.34095113,0.000607880410108814
23,4343594.01627845,0.000708958314074667
24,4341427.15866246,0.00082615497694505
25,4338917.64723294,0.000961861242499912
26,4336016.04311846,0.00111875711517835
27,4332667.36438407,0.00129982387816504
28,4328811.01916074,0.00150834695412955
29,4324380.94085213,0.00174790698124051
30,4319306.02698725,0.00202235342048486
31,4313510.94908688,0.00233575498008542
32,4306917.44213408,0.00269232082787369
33,4299446.12019484,0.00309628821168491
34,4291018.95908774,0.00355176600953479
35,4281562.4049498,0.00406253450267008
36,4271011.12105507,0.0046317972556023
37,4259312.2599465,0.00526188929520208
38,4246430.04604256,0.00595395037874314
39,4232350.35331453,0.00670758057742979
40,4217084.85840148,0.00752050413807179
41,4200674.30533866,0.0083882716496483
42,4183252.3242203,0.00930318130123373
43,4164963.59172292,0.0102526828245528
44,4145917.50527077,0.011223270845931
45,4126254.16662184,0.0122007537662471
46,4106134.95629303,0.0131699992649691
47,4085733.48837264,0.0141151522521875
48,4065226.92693623,0.0150201319961593
49,4044787.9995427,0.0158692755105165
50,4024578.13714729,0.0166480212849616
51,4004742.07749784,0.0173435474803816
52,3985404.2138264,0.0179452952911245
53,3966666.57434447,0.0184453468311942
54,3948608.39798995,0.0188386215684964
55,3931286.98639796,0.0191229068873092
56,3914739.5054795,0.0192987313670567
57,3898985.40142265,0.0193690999766854
58,3884029.09333699,0.0193391542945867
59,3869862.78242592,0.0192157662525627
60,3856469.13504099,0.0190071022352753
61,3843823.51521426,0.0187222233349794
62,3831896.17056736,0.0183707019108641
63,3820653.94606626,0.0179622719244443
64,3810061.68574638,0.0175065375301353
65,3800083.38581244,0.0170127425317946
66,3790683.01948506,0.0164895955723469
67,3781825.17597849,0.0159451380776841
68,3773475.5206799,0.015386669349744
69,3765601.10279061,0.0148207028180777
70,3758170.54479035,0.0142529542840354
71,3751154.15385029,0.0136883579874214
72,3744523.95562196,0.0131311022474796
73,3738253.69287967,0.0125846738745993
74,3732318.78671881,0.0120519159334606
75,3726696.27455665,0.0115350885081383
76,3721364.72912368,0.0110359337121078
77,3716304.17573728,0.0105557351550496
78,3711496.0016292,0.0100953794747836
79,3706922.86489498,0.00965541308276079
80,3702568.61924456,0.00923608768142435
81,3698418.20316411,0.00883742602368746
82,3694457.57809047,0.0084592464684904
83,3690673.64393049,0.00810120760650649
84,3687054.16910261,0.00776284192706481
85,3683587.72500677,0.00744358568236756
86,3680263.62067665,0.0071428020763912
87,3677071.84208297,0.00685980300709282
88,3674003.0029633,0.00659386651659867
89,3671048.30397381,0.00634425205186783
90,3668199.46727744,0.00611021286339207
91,3665448.69653583,0.00589100518705452
